road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R15217,258.21,0.7224,149.03,Local Road,3,1208.2,0.4169,1.65,0.3563,0.9404,1
R15218,29.28,0.4138,401.46,Local Road,4,535.4,0.5017,0.79,0.9095,0.4225,0
R15219,72.13,0.4022,553.57,Highway,3,1718,0.7697,4.99,0.9155,0.4693,1
R15220,121.96,0.6037,648.77,Local Road,2,1518.9,0.6364,0.47,0.7815,0.7625,1
R15221,259.75,0.8608,118.69,Highway,1,1373.5,0.8414,0.27,0.8352,0.9796,1
R15222,281.66,0.6926,594.79,Local Road,5,1610.2,0.4864,0.44,0.429,0.9607,1
R15223,297.82,0.8832,293.73,Local Road,1,982.6,0.9722,1.02,0.7604,0.9893,1
R15224,287.76,0.5618,544.75,Local Road,8,1365,0.7968,3.5,0.6954,0.9534,1
R15225,1.78,0.214,120.5,Rural Road,3,1679.7,0.4014,6.96,0.579,0.3688,0
R15226,14.31,0.179,414.56,Rural Road,1,207.1,0.3813,17.23,0.8138,0.1389,0
R15227,44.28,0.3256,670.86,Bridge,0,1555.8,0.9295,4.65,0.7639,0.6164,0
R15228,104.66,0.582,89.61,Main Road,5,1648.1,0.6844,0.6,0.5017,0.9427,1
R15229,248.98,0.6513,663.01,Local Road,3,1547.6,0.6214,1.19,0.2971,0.9025,1
R15230,267.8,0.7479,364.95,Main Road,2,89.5,0.7578,0.55,0.618,0.9213,1
R15231,56.05,0.4765,659.5,Main Road,0,110.1,0.5608,0.48,0.6482,0.2806,0
R15232,185.9,0.3474,766.92,Local Road,10,247.1,0.1592,2.99,0.6867,0.2866,0
R15233,275.21,0.5166,131.92,Local Road,1,811.4,0.3192,8.35,0.6128,0.8094,1
R15234,139.12,0.3605,541.28,Local Road,5,1080.9,0.5579,4.09,0.8788,0.5835,1
R15235,31.06,0.2301,191.9,Main Road,6,470.1,0.0182,5.69,0.6325,0.1814,0
R15236,137.34,0.494,112.77,Local Road,4,1191.6,0.4374,2.53,0.8679,0.811,1
R15237,112.74,0.4441,504.33,Local Road,3,1809.5,0.7558,2.31,0.5572,0.8372,1
R15238,173.3,0.3664,90.85,Local Road,6,373.9,0.1642,9.75,0.9521,0.6231,1
R15239,131.6,0.3945,374.81,Local Road,0,1653.9,0.0646,4.53,0.6417,0.124,0
R15240,5.2,0.393,510.58,Highway,1,50.5,0.836,2.2,0.477,0.479,1
R15241,298.2,0.785,402.21,Local Road,0,469.3,0.6173,1.47,0.895,0.9483,1
R15242,163.06,0.4521,559.17,Main Road,8,115.9,0.1766,0.39,0.7596,0.3519,0
R15243,142.09,0.3925,642.12,Main Road,10,1744.9,0.8063,6.07,0.7252,0.8977,1
R15244,286.39,0.6777,698.44,Local Road,7,1908.2,0.6581,0.7,0.3211,0.9448,1
R15245,46.76,0.2868,450.1,Rural Road,5,1455.5,0.3341,2.58,0.6114,0.671,1
R15246,56.77,0.2979,224.92,Bridge,2,1816.1,0.3762,3.6,0.7523,0.3338,1
R15247,242.4,0.5084,410.18,Local Road,4,932.6,0.1559,4.82,0.9227,0.4641,0
R15248,78.25,0.6543,313.21,Main Road,0,1529.4,0.8353,0.35,0.691,0.844,1
R15249,239.77,0.7479,184.61,Local Road,6,1772.6,0.509,0.09,0.838,0.9803,1
R15250,81.46,0.325,425.61,Local Road,4,1204.7,0.557,4.33,0.5894,0.6392,1
R15251,9.96,0.4968,23.01,Local Road,1,1131.6,0.8835,2.17,0.4296,0.7136,1
R15252,155.1,0.5174,486.42,Local Road,6,1687.9,0.0158,0.75,0.7475,0.7157,0
R15253,59.01,0.1625,658.18,Rural Road,4,852.4,0.0669,14.12,0.7635,0.1603,0
R15254,227.35,0.3784,799.55,Local Road,1,1905.6,0.1616,5.53,0.5448,0.2026,0
R15255,192.36,0.44,737.73,Main Road,13,603,0.03,3.07,0.536,0.3915,0
R15256,277.08,0.6813,76.4,Main Road,3,102.9,0.6582,4.29,0.8779,0.9434,1
R15257,234.9,0.7438,134.13,Bridge,0,233.2,0.6339,0.64,0.8178,0.9442,1
R15258,54.23,0.1931,115.22,Main Road,2,1327.2,0.2108,11.52,0.9663,0.167,0
R15259,240.05,0.3193,448.89,Rural Road,8,1235.8,0.1494,19.71,0.6858,0.4297,1
R15260,192.52,0.4146,41.52,Main Road,8,1054.7,0.1457,3.71,0.3991,0.5842,0
R15261,200.69,0.5582,749.91,Bridge,3,1657.5,0.9532,3.91,0.6707,0.88,1
R15262,249.68,0.7182,54.16,Main Road,0,1590.3,0.6935,4.32,0.5886,0.965,1
R15263,172.15,0.4959,316.04,Bridge,1,1730,0.5854,3.89,0.8027,0.6979,0
R15264,139.8,0.4874,715.71,Highway,1,1424.8,0.3225,2.07,0.8966,0.1605,0
R15265,190.99,0.4414,758.96,Local Road,11,1884.5,0.433,2.77,0.751,0.8134,1
R15266,89.39,0.428,374.91,Main Road,2,1068.7,0.0894,1.21,0.8703,0.2365,0
R15267,54.78,0.4134,393.3,Local Road,2,1931.5,0.9982,2.12,0.7565,0.8561,1
R15268,184.98,0.6168,510.76,Rural Road,7,1973.9,0.7551,2.06,0.7306,0.9334,1
R15269,70.15,0.4614,329.07,Main Road,1,1241.5,0.6215,1.24,0.9975,0.383,0
R15270,23.97,0.3355,263.11,Local Road,8,622.3,0.5878,5.46,0.7563,0.4475,1
R15271,0.17,0.366,592.84,Highway,5,172.8,0.5043,1.89,0.7047,0.1092,0
R15272,182.5,0.4542,478.31,Local Road,0,488.6,0.2574,2.86,0.8692,0.3209,0
R15273,108.64,0.5101,387.93,Local Road,4,434.2,0.2264,0.64,0.8563,0.1744,0
R15274,225.69,0.6489,85.13,Local Road,14,641.2,0.5495,2.31,0.5684,0.9846,1
R15275,112.55,0.363,59.74,Rural Road,8,553.3,0.0702,5.07,0.7889,0.5441,1
R15276,145.8,0.496,411.1,Highway,4,429.7,0.0745,2.11,0.8029,0.1909,0
R15277,122.13,0.4277,497.45,Local Road,6,1697.9,0.5608,2.91,0.712,0.647,1
R15278,195.17,0.5487,527.72,Main Road,20,896.7,0.9198,4.28,0.7326,0.9743,1
R15279,106.84,0.4084,716.44,Main Road,5,458,0.9143,1.77,0.2905,0.6817,1
R15280,289.13,0.5637,653.9,Main Road,3,839.5,0.0108,1.58,0.4435,0.667,1
R15281,280.84,0.6964,116.91,Bridge,2,129.1,0.1074,0.36,0.6999,0.8011,0
R15282,254.41,0.5445,636.57,Main Road,2,1878.2,0.5831,3.11,0.8705,0.8652,1
R15283,276.09,0.6397,542.66,Highway,2,921.7,0.8485,4.35,0.8797,0.9317,1
R15284,134.74,0.4076,663.28,Local Road,6,679.8,0.9544,3.1,0.4486,0.8401,1
R15285,160.93,0.6135,675.47,Main Road,4,160.2,0.8606,1.22,0.3482,0.8959,1
R15286,222.63,0.7125,279.7,Main Road,6,1945.6,0.6776,1.11,0.5135,0.9884,1
R15287,208.84,0.6643,214.3,Local Road,2,1083.3,0.2005,0.66,0.6163,0.5948,1
R15288,267.2,0.6362,444.34,Rural Road,1,433.1,0.0726,0.22,0.72,0.4112,1
R15289,214.9,0.568,242.39,Rural Road,10,936.8,0.0475,2,0.5914,0.8837,0
R15290,299.37,0.8241,283,Local Road,4,647.6,0.6121,0.66,0.6107,0.9809,1
R15291,104.55,0.2986,59.98,Rural Road,0,1355.4,0.0362,4.16,0.6206,0.2148,0
R15292,249.9,0.3861,793.13,Main Road,4,486.3,0.7392,11.47,0.5806,0.4981,0
R15293,209.29,0.7327,250.89,Main Road,0,1628.5,0.7125,0.32,0.7764,0.9593,1
R15294,207.42,0.3546,625.16,Main Road,3,1849.7,0.0796,7.87,0.8082,0.2176,1
R15295,97.75,0.4121,794.56,Bridge,3,1096.6,0.9066,3.8,0.6922,0.6456,0
R15296,235.68,0.3113,775.46,Rural Road,1,263.3,0.5219,6.94,0.9612,0.2338,0
R15297,270.11,0.7818,508.94,Rural Road,3,544.8,0.9044,0.64,0.3672,0.9735,1
R15298,65.56,0.3549,433.24,Rural Road,1,297.8,0.9016,8.34,0.866,0.3811,0
R15299,187.65,0.4592,250.87,Highway,1,754,0.197,11.13,0.961,0.1909,0
R15300,117.64,0.3194,689.9,Main Road,3,325.2,0.3806,8.35,0.7931,0.2946,1
R15301,296.86,0.5068,273.71,Rural Road,7,601.3,0.1346,5.44,0.3532,0.7108,1
R15302,143.65,0.7279,89.85,Local Road,8,681.5,0.775,0.38,0.5626,0.9706,1
R15303,68.5,0.4364,238.81,Rural Road,0,1483.3,0.5041,0.92,0.6246,0.5987,0
R15304,114.56,0.3097,255.5,Main Road,4,910.3,0.9288,8.6,0.8087,0.7947,0
R15305,196.15,0.5096,576.2,Highway,7,448.3,0.2082,0.96,0.2835,0.4836,1
R15306,22.83,0.5161,139.79,Rural Road,3,452.1,0.6884,1.55,0.4819,0.7766,1
R15307,181.08,0.8008,256.91,Main Road,5,523.3,0.9892,0.23,0.975,0.9282,1
R15308,279.37,0.6497,65.89,Main Road,8,126.2,0.6654,3.51,0.7746,0.985,1
R15309,255.11,0.491,679.48,Local Road,1,1253.5,0.0688,2.95,0.7644,0.2491,0
R15310,20.3,0.2818,581.2,Local Road,1,1018.2,0.5884,11.47,0.8171,0.316,0
R15311,298.02,0.4112,352.8,Local Road,4,1094.1,0.1798,7.85,0.8984,0.5897,1
R15312,209.62,0.4572,346.86,Bridge,4,657.6,0.0305,2.52,0.8246,0.6068,0
R15313,48.68,0.315,137.27,Rural Road,5,1148,0.335,3.34,0.903,0.5957,1
R15314,3.72,0.3065,310.66,Local Road,5,781.4,0.2661,1.92,0.5117,0.2285,0
R15315,51.38,0.4657,725.93,Main Road,4,612.1,0.7888,0.55,0.7421,0.5379,1
R15316,251.45,0.6591,115.23,Main Road,4,1982.6,0.3737,7.13,0.84,0.9263,1
R15317,6.49,0.3046,613.2,Main Road,4,770.6,0.733,2.84,0.691,0.467,0
R15318,69.94,0.3872,42.5,Bridge,8,973.2,0.0162,1.99,0.588,0.3171,0
R15319,227.19,0.6439,252.79,Rural Road,3,235,0.0148,0.3,0.5727,0.554,1
R15320,175.83,0.2522,678.32,Highway,20,1667.1,0.0293,3.88,0.6862,0.4692,1
R15321,234.82,0.5701,358.76,Main Road,4,1322.7,0.2194,1.84,0.7792,0.4956,1
R15322,223.85,0.5172,563.64,Main Road,5,1889.4,0.374,1.07,0.4456,0.8611,1
R15323,15.18,0.3859,87.32,Main Road,7,1174.4,0.6078,7.38,0.8467,0.6355,0
R15324,267.75,0.8415,548.32,Highway,5,913.3,0.9859,0.76,0.8342,0.9607,1
R15325,68.11,0.2771,656.12,Local Road,2,680.9,0.3544,2.58,0.596,0.1934,0
R15326,166.02,0.2704,645.17,Rural Road,3,76.4,0.0557,5.61,0.8242,0.1594,0
R15327,193.29,0.4283,353.9,Highway,5,10.5,0.1949,6.67,0.703,0.3448,1
R15328,50.59,0.3148,723.79,Highway,3,704.8,0.8979,6.03,0.54,0.5611,0
R15329,292.87,0.486,462.11,Local Road,2,724.5,0.6994,7.99,0.4216,0.8244,1
R15330,146.45,0.6172,655.21,Rural Road,6,1114.1,0.7902,0.59,0.7838,0.894,1
R15331,17.29,0.2209,174.7,Main Road,0,3.1,0.1242,9.92,0.3991,0.0861,1
R15332,281.18,0.6409,172.14,Rural Road,8,654,0.135,0.09,0.483,0.907,1
R15333,175.88,0.4788,604.72,Rural Road,1,396,0.1122,1.08,0.7552,0.3337,1
R15334,209.76,0.6984,519.07,Local Road,3,1025.8,0.8572,0.36,0.5372,0.9247,1
R15335,157.55,0.3462,542.67,Rural Road,5,72.2,0.21,10.24,0.909,0.3183,1
R15336,250.42,0.6658,193.07,Main Road,0,10.4,0.6432,1.98,0.8428,0.86,1
R15337,9.94,0.3654,322.7,Main Road,7,1032.3,0.5162,1.38,0.514,0.5109,0
R15338,80.51,0.5912,210.41,Main Road,10,548.4,0.5444,0.69,0.3787,0.8428,1
R15339,140.89,0.5323,59.16,Main Road,3,1958.5,0.1954,0.64,0.9315,0.7608,0
R15340,22.98,0.3724,167.13,Rural Road,1,87.7,0.6352,3.38,0.8599,0.5377,1
R15341,211.77,0.5497,796.16,Local Road,5,1341.5,0.0431,0.22,0.7506,0.593,1
R15342,118.1,0.5463,191.06,Rural Road,0,1866.8,0.9935,3.21,0.8512,0.9411,0
R15343,81.8,0.2047,131.64,Rural Road,6,1363.9,0.0268,5.27,0.6775,0.4035,1
R15344,1.01,0.1113,559.02,Main Road,1,1376.2,0.0502,3.27,0.3909,0.0683,0
R15345,215.95,0.4071,483.7,Highway,2,950,0.3246,6.18,0.7222,0.1852,0
R15346,250.14,0.613,598.08,Bridge,5,1.9,0.8316,1.13,0.7767,0.9392,0
R15347,118.51,0.5134,524.67,Main Road,3,390.4,0.2572,0.33,0.6193,0.3266,1
R15348,169.27,0.4581,182.28,Local Road,2,319.1,0.4719,4.52,0.6156,0.6441,1
R15349,68.31,0.2193,403.22,Main Road,0,138.1,0.018,6.21,0.8732,0.0582,0
R15350,186.66,0.5123,145.43,Bridge,2,1878.3,0.0789,2.49,0.6763,0.5794,0
R15351,3.64,0.2194,206.56,Highway,3,670.2,0.608,6.06,0.4654,0.3205,1
R15352,146.59,0.3321,789.6,Rural Road,3,1547.1,0.1944,2.19,0.8207,0.2429,0
R15353,193.26,0.5905,584.3,Rural Road,4,1597.9,0.6943,0.82,0.7127,0.8049,1
R15354,275.46,0.6295,627.37,Bridge,6,1525.5,0.7854,2.3,0.7421,0.941,0
R15355,114.4,0.6565,28.9,Local Road,12,1612.9,0.8503,0.9,0.5921,0.9774,1
R15356,229.56,0.5779,308.8,Local Road,5,948.2,0.1338,2.29,0.8908,0.6756,0
R15357,179.31,0.5818,446.42,Local Road,3,624.4,0.4555,0.61,0.6574,0.792,1
R15358,278.1,0.9182,123.99,Local Road,2,175.4,0.9471,0.77,0.8104,0.9866,1
R15359,119.51,0.3598,679.59,Main Road,3,1697.7,0.7721,7.56,0.5495,0.4648,0
R15360,95.73,0.5808,115.98,Local Road,1,704.1,0.117,0.48,0.5319,0.4213,1
R15361,266.14,0.6683,511.02,Main Road,8,167.5,0.5025,0.94,0.9613,0.8233,1
R15362,14.77,0.233,444.78,Local Road,3,1938.9,0.9224,18.98,0.8055,0.5714,0
R15363,40.92,0.2767,680.2,Rural Road,3,466.2,0.44,3.05,0.6664,0.2046,0
R15364,24.72,0.3256,252.89,Highway,8,764.1,0.8374,3.14,0.7896,0.683,1
R15365,252.93,0.5402,230.85,Rural Road,6,92.3,0.4958,6.57,0.7109,0.8838,1
R15366,3.18,0.1998,677.9,Local Road,7,1567.6,0.1068,2.65,0.4283,0.2098,0
R15367,258.5,0.7161,181.02,Local Road,3,1557.9,0.1479,0.93,0.6559,0.7931,1
R15368,135.38,0.3789,598.1,Main Road,2,1338.1,0.0467,1.97,0.4408,0.2373,0
R15369,1.21,0.205,156.96,Bridge,3,222.7,0.1953,4.97,0.4564,0.228,0
R15370,120.49,0.4693,701.18,Local Road,7,255.4,0.8936,7.26,0.7261,0.6352,1
R15371,56.04,0.4272,672.06,Bridge,1,668.4,0.6502,1.17,0.4166,0.4937,0
R15372,187.32,0.5573,631.03,Rural Road,4,1808.1,0.7389,1.11,0.8474,0.9257,1
R15373,203.81,0.623,395.72,Rural Road,3,968.2,0.6217,1.44,0.7237,0.8826,1
R15374,146.26,0.4214,31.9,Main Road,1,1108.5,0.3865,3.22,0.7322,0.7205,0
R15375,12.16,0.3203,110.31,Local Road,8,365.7,0.2169,1.19,0.4232,0.5145,0
R15376,196.84,0.5334,368,Main Road,4,1414,0.9256,7.88,0.57,0.9344,1
R15377,252.61,0.473,39.7,Rural Road,7,1297.3,0.5148,13.41,0.793,0.7204,1
R15378,216.1,0.5309,55.46,Bridge,1,978,0.4811,4.03,0.8364,0.7531,0
R15379,248.99,0.5678,104.78,Main Road,1,429.1,0.9961,12.36,0.9356,0.9215,1
R15380,60.15,0.4592,212.37,Rural Road,5,1801.6,0.3839,1.24,0.872,0.5835,1
R15381,266.67,0.5309,600.71,Rural Road,3,381.1,0.8541,5.96,0.6032,0.885,1
R15382,96.66,0.5314,43.15,Main Road,1,1906.6,0.8623,4.02,0.7507,0.8413,1
R15383,4.02,0.285,786.99,Main Road,1,456.6,0.2327,1.12,0.8342,0.0662,0
R15384,253.02,0.5396,222.69,Main Road,5,1905.1,0.0948,1.39,0.9242,0.5983,1
R15385,282.55,0.8101,259.56,Main Road,18,1780.1,0.9756,2.4,0.564,0.9989,1
R15386,196.67,0.4623,202.07,Rural Road,9,1186.6,0.4259,5.54,0.7243,0.8656,1
R15387,69.43,0.1023,483.9,Rural Road,3,1510.6,0.0022,7.25,0.4974,0.1227,0
R15388,75.52,0.4393,20.44,Rural Road,5,604,0.499,3.57,0.7055,0.8555,1
R15389,139.98,0.5739,79.39,Rural Road,4,1760.4,0.6193,4.53,0.606,0.9394,1
R15390,269.35,0.7992,83.53,Local Road,6,1352.1,0.7761,1.12,0.8436,0.9843,1
R15391,44.88,0.2756,533.3,Rural Road,3,547.6,0.9429,4.78,0.8826,0.7388,1
R15392,247.79,0.7205,266.97,Rural Road,5,879.1,0.9152,3.3,0.544,0.9926,1
R15393,87.39,0.6762,352.81,Rural Road,4,1494.5,0.9401,0.93,0.5603,0.9421,1
R15394,242.58,0.2516,760.23,Local Road,9,1892.1,0.0321,10.55,0.9172,0.1891,0
R15395,276.08,0.6706,164.03,Main Road,5,147.8,0.7118,2.57,0.9021,0.9117,0
R15396,128.25,0.3748,60.81,Local Road,3,358.8,0.2259,5.59,0.712,0.3479,1
R15397,109.52,0.2718,355.93,Rural Road,4,155.6,0.1876,2.66,0.7555,0.2891,0
R15398,240.67,0.6818,135.44,Rural Road,9,1334,0.8003,9.51,0.8545,0.974,1
R15399,158.84,0.6364,120,Local Road,13,656.9,0.4171,0.58,0.8963,0.9676,1
R15400,205.33,0.6336,331.06,Local Road,1,270.3,0.9166,2.81,0.4991,0.9429,1
R15401,186.85,0.5771,537.37,Highway,7,1482.6,0.0424,0.14,0.8481,0.6919,0
R15402,45.87,0.5427,198.07,Local Road,9,1835,0.8022,0.82,0.7701,0.9249,1
R15403,253.44,0.5167,701.39,Local Road,6,348.3,0.1368,1.2,0.8867,0.7171,1
R15404,58.73,0.2871,293.15,Main Road,7,313.7,0.1766,2.29,0.7795,0.2782,1
R15405,279.68,0.4167,747.57,Local Road,5,382.8,0.4774,6.06,0.6809,0.5756,1
R15406,75.17,0.4034,396.45,Main Road,1,655.7,0.3956,2.25,0.5704,0.2166,0
R15407,220.16,0.5775,582.76,Local Road,1,1136.2,0.4862,2.93,0.5989,0.6425,1
R15408,85.4,0.3801,679.97,Rural Road,4,596.8,0.94,9.07,0.5823,0.7632,1
R15409,95.34,0.357,426.13,Local Road,4,426.3,0.6574,4.99,0.854,0.4576,1
R15410,93,0.4585,681.01,Rural Road,0,124.4,0.2903,0.23,0.8056,0.2882,1
R15411,224.37,0.7008,305.5,Main Road,1,364.9,0.1729,0.73,0.9306,0.8226,1
R15412,167.04,0.6137,293.91,Local Road,8,146.8,0.42,0.19,0.637,0.7793,0
R15413,264.89,0.6205,636.28,Local Road,1,456.1,0.4516,0.3,0.493,0.546,0
R15414,92.21,0.5341,196.81,Local Road,16,196.8,0.6013,1.5,0.773,0.9055,1
R15415,207.6,0.4447,575.05,Main Road,6,349.3,0.266,4.61,0.7736,0.4357,0
R15416,225.88,0.6415,66.28,Main Road,1,305.1,0.7675,1.03,0.8473,0.9082,1
R15417,45.44,0.3093,510.32,Local Road,0,1108.3,0.0985,1.79,0.8573,0.2001,0
R15418,120.18,0.3741,753.82,Rural Road,1,1082.2,0.5605,1.8,0.8534,0.4124,0
R15419,144.85,0.4088,367.89,Local Road,6,971.5,0.6235,3.17,0.9463,0.5822,1
R15420,106.71,0.2565,335.69,Local Road,1,1761.1,0.2068,7.87,0.8106,0.3664,1
R15421,96.63,0.2949,434.73,Rural Road,2,1648,0.826,14.36,0.4749,0.8133,1
R15422,205.93,0.4199,577.06,Main Road,1,1842.8,0.6154,3.3,0.8751,0.5248,1
R15423,64.76,0.4356,290.27,Local Road,4,990.1,0.6457,2.51,0.429,0.6177,0
R15424,212.82,0.5673,5.1,Rural Road,20,1667.1,0.4977,4.06,0.5018,0.9863,1
R15425,280.51,0.5832,404.16,Highway,10,1356.4,0.9096,3.91,0.8391,0.9593,1
R15426,169.56,0.4781,338.33,Local Road,2,1271.4,0.6939,2.65,0.6273,0.8019,1
R15427,183.43,0.4446,428.5,Local Road,10,1427.3,0.3818,4.72,0.4305,0.799,1
R15428,20.68,0.2744,573.67,Local Road,11,1117.8,0.2386,2.42,0.8153,0.2784,0
R15429,259.34,0.2853,230.3,Rural Road,2,1585.7,0.0711,19.8,0.9111,0.29,0
R15430,85.63,0.4185,406.68,Local Road,4,1087.5,0.1654,0.23,0.883,0.4279,0
R15431,184.52,0.6725,206.44,Rural Road,2,250.9,0.9927,2.1,0.4726,0.9503,1
R15432,293.73,0.688,370.18,Main Road,3,562.5,0.4068,1.82,0.5435,0.6708,0
R15433,178.65,0.5619,278.91,Main Road,2,1873.9,0.8987,5.2,0.8655,0.8397,1
R15434,217.41,0.6379,298.39,Bridge,4,1332.1,0.1706,0.79,0.9349,0.6837,0
R15435,133.6,0.4195,465.59,Main Road,3,112.6,0.4254,2.04,0.9681,0.4204,0
R15436,18.11,0.3479,553.24,Main Road,4,1176.6,0.9605,4.24,0.7662,0.5818,1
R15437,239.28,0.5163,15.06,Local Road,3,973.7,0.0911,3.29,0.8246,0.6689,1
R15438,10.5,0.2438,701.93,Bridge,2,329.1,0.594,2.81,0.8834,0.2935,0
R15439,210.2,0.6027,294.65,Rural Road,0,1839.5,0.9192,2.05,0.4155,0.9597,1
R15440,6.88,0.3299,516.67,Local Road,3,705.3,0.9497,4.93,0.3704,0.6962,0
R15441,258.69,0.6068,102.3,Local Road,1,1275.7,0.846,3.69,0.5854,0.9715,1
R15442,47.29,0.2622,459.31,Bridge,8,371.9,0.8559,7.32,0.8701,0.7153,0
R15443,154.28,0.4592,544.38,Rural Road,2,1869.6,0.6522,4.67,0.7273,0.7059,0
R15444,179.15,0.6115,130.16,Highway,3,1449.1,0.2204,0.58,0.7407,0.6863,1
R15445,137.26,0.4739,730.16,Local Road,3,1242.9,0.7307,3.43,0.4447,0.7448,1
R15446,102.23,0.6214,607.19,Bridge,4,808.2,0.9784,0.21,0.6402,0.8619,1
R15447,140.34,0.4778,429.47,Main Road,5,789.8,0.5259,1.76,0.6836,0.688,1
R15448,93.42,0.4959,137.02,Rural Road,4,244.5,0.2607,1.91,0.8908,0.604,0
R15449,131.44,0.3035,693.11,Local Road,8,1429.8,0.5735,6.81,0.3858,0.5328,1
R15450,107.67,0.6482,59.56,Main Road,5,547,0.6906,0.75,0.7983,0.8827,1
R15451,169.86,0.4455,96.56,Rural Road,8,480.7,0.2083,3.66,0.4856,0.6254,1
R15452,71.38,0.5122,560.05,Local Road,9,408.3,0.7192,0.8,0.7934,0.8065,1
R15453,296.6,0.5714,206.82,Highway,1,1.1,0.5874,10.44,0.8173,0.8602,1
R15454,150.26,0.5454,370.16,Rural Road,3,1435.4,0.6123,2.69,0.5458,0.8324,1
R15455,58.25,0.2699,433.43,Local Road,12,249.9,0.306,4.36,0.8251,0.489,0
R15456,143.12,0.346,369.3,Local Road,4,1236.1,0.1553,3.69,0.873,0.3346,0
R15457,259.92,0.7678,71.7,Local Road,7,1512.7,0.6234,1.32,0.3797,0.9924,1
R15458,6.54,0.1097,591.29,Local Road,5,535.1,0.5862,8.15,0.4539,0.2602,0
R15459,203.87,0.5585,195.79,Main Road,2,219.2,0.338,3.5,0.4274,0.7458,1
R15460,164.39,0.3432,592.13,Rural Road,6,233.3,0.2959,2.55,0.8044,0.4751,0
R15461,50.87,0.2406,692.91,Rural Road,2,1528.6,0.3472,2.68,0.868,0.1898,1
R15462,245.24,0.4532,431.42,Rural Road,6,1739.5,0.4899,7.8,0.9394,0.6935,1
R15463,110.67,0.6619,566.57,Local Road,7,1309.3,0.9748,0.26,0.8142,0.9333,1
R15464,88.14,0.6442,34.37,Highway,5,382.4,0.7636,1.77,0.7048,0.8631,1
R15465,248.44,0.6887,34.21,Local Road,2,65.7,0.8517,6.5,0.7853,0.959,1
R15466,191.56,0.6499,161.74,Highway,1,1515.9,0.5056,0.18,0.5164,0.8057,1
R15467,269.48,0.5597,289.91,Local Road,12,304.4,0.5261,3.62,0.8318,0.9614,1
R15468,188.97,0.4686,150.31,Main Road,6,473.6,0.2043,1.86,0.7705,0.7266,0
R15469,222.25,0.6224,509.79,Bridge,5,1884.6,0.721,0.85,0.7698,0.9592,1
R15470,250.93,0.5503,225.13,Main Road,7,64.3,0.4216,3.36,0.8334,0.8278,1
R15471,16.42,0.2991,677.37,Rural Road,1,934.8,0.7424,6.27,0.5693,0.5609,0
R15472,232.81,0.5479,450.68,Local Road,3,788.3,0.4091,2.25,0.8822,0.6073,1
R15473,184.11,0.5635,305.57,Main Road,0,194.1,0.1085,0.61,0.7372,0.3128,0
R15474,20.85,0.2796,715,Rural Road,1,1632.7,0.1731,1.33,0.6221,0.2693,0
R15475,152.57,0.3282,663.55,Bridge,1,1208.2,0.8116,13.99,0.6388,0.3883,0
R15476,24.74,0.3618,656.93,Main Road,9,1110.8,0.2586,0.46,0.711,0.4331,0
R15477,220.78,0.6037,584.04,Rural Road,1,1921.1,0.2644,0.66,0.6888,0.6456,0
R15478,163.95,0.5644,493.3,Rural Road,10,282.5,0.9294,16.23,0.7533,0.9355,1
R15479,286.07,0.6305,296.62,Rural Road,1,666.6,0.6576,7.53,0.6438,0.9269,1
R15480,54.94,0.3211,340.97,Main Road,6,923.9,0.1143,4.35,0.4175,0.2977,1
R15481,181.81,0.5366,519.46,Rural Road,5,1211.6,0.1436,0.62,0.764,0.678,0
R15482,63.47,0.4868,142.43,Highway,2,1478.1,0.2724,1.01,0.7813,0.3479,1
R15483,184.22,0.6107,663.11,Highway,3,512.4,0.594,0.75,0.8072,0.7226,0
R15484,216.79,0.4223,751.24,Main Road,8,93.1,0.7528,3.54,0.6303,0.7457,1
R15485,216.69,0.4758,82.9,Main Road,8,113,0.2745,1.83,0.8234,0.6549,0
R15486,244.52,0.8265,22.85,Local Road,1,1260.5,0.8706,0.22,0.9213,0.9851,1
R15487,256.07,0.7006,118.45,Local Road,5,794.5,0.1092,1.26,0.8471,0.8645,1
R15488,23.18,0.1139,609.12,Main Road,5,338.1,0.2076,6.95,0.7106,0.1551,0
R15489,102.98,0.5332,90.72,Rural Road,3,1273.3,0.9705,5.61,0.6909,0.893,1
R15490,206.14,0.5101,300.94,Highway,2,1305.2,0.1347,3.66,0.4213,0.3153,0
R15491,149.58,0.693,55.18,Main Road,2,1525.6,0.8881,0.36,0.7491,0.9645,1
R15492,57.2,0.3915,348.88,Main Road,8,816.4,0.7039,7.55,0.4649,0.7308,1
R15493,165.81,0.3267,485.07,Local Road,2,415.2,0.0731,2.73,0.4381,0.0978,0
R15494,122.23,0.4186,504.67,Main Road,1,906.6,0.4837,2.44,0.9883,0.3569,0
R15495,117.01,0.2708,417.54,Highway,15,103.6,0.519,9.57,0.8867,0.5009,0
R15496,242.93,0.7916,750.8,Bridge,13,749.3,0.9321,0.08,0.8535,0.9883,1
R15497,122.28,0.4027,427.25,Rural Road,4,468.6,0.4211,2.89,0.5872,0.5258,1
R15498,7.94,0.21,688.09,Highway,3,1234,0.4468,5.53,0.9241,0.087,0
R15499,17.42,0.3681,794.46,Main Road,7,1269.1,0.1125,0.28,0.9259,0.2297,0
R15500,256.87,0.7963,187.65,Local Road,4,870.3,0.6392,1.6,0.5974,0.9655,1
